first_name,last_name,nickname,record,age,height,weight,weight_class,debut,arm_reach,leg_reach,born_town,academy,fighter_style,wins_by_ko,wins_by_first_round_ko,sig_striking_landed,sig_striking_throw,takedowns_attempted,takedowns_landed,takedowns_avg,sig_striking_landed_min,avg_knockdown_fight,striking_defence,knockdown_avg,sig_striking_recieved_min,sub_avg_per_fight,takedown_defence,avg_fight_time,sig_striking_landed_by_pos,wins_by_method,sig_striking_by_target
Ian,Machado,"""The Future""",11-0-0 (W-L-D),25,75.00,180.60,Welterweight,"Nov. 06, 2021",74.50,42.00,"Dublin, Irlanda",Sanford MMA,,7,1,335,596,2,,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(93%)', 'number': '313'}}, {'name': 'Clinch', 'value': {'percentage': '(4%)', 'number': '12'}}, {'name': 'Suelo', 'value': {'percentage': '(3%)', 'number': '10'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(64%)', 'number': '7'}}, {'name': 'DEC', 'value': {'percentage': '(27%)', 'number': '3'}}, {'name': 'SUB', 'value': {'percentage': '(9%)', 'number': '1'}}]}","{'head': {'percentage': '61%', 'value': '203'}, 'body': {'percentage': '21%', 'value': '70'}, 'legs': {'percentage': '19%', 'value': '62'}}"
Pauline,Macias,,0-1-0 (W-L-D),34,,115.00,Women's Strawweight,"Mar. 07, 2023",,,"Los Angeles, Estados Unidos",,,0,0,12,41,11,,18%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(83%)', 'number': '10'}}, {'name': 'Clinch', 'value': {'percentage': '(17%)', 'number': '2'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '67%', 'value': '8'}, 'body': {'percentage': '33%', 'value': '4'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Mark,Madsen,"""The Olympian""",12-1-0 (W-L-D),38,68.00,155.00,Lightweight,"Sep. 28, 2019",72.00,39.00,Dinamarca,"Fight Ready - Scottsdale, AZ",,3,3,189,396,18,1,67%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(68%)', 'number': '128'}}, {'name': 'Clinch', 'value': {'percentage': '(13%)', 'number': '25'}}, {'name': 'Suelo', 'value': {'percentage': '(19%)', 'number': '36'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(25%)', 'number': '3'}}, {'name': 'DEC', 'value': {'percentage': '(50%)', 'number': '6'}}, {'name': 'SUB', 'value': {'percentage': '(25%)', 'number': '3'}}]}","{'head': {'percentage': '76%', 'value': '144'}, 'body': {'percentage': '11%', 'value': '21'}, 'legs': {'percentage': '13%', 'value': '24'}}"
Neil,Magny,"""The Haitian Sensation""",27-11-0 (W-L-D),35,75.00,171.00,Welterweight,"Feb. 23, 2013",80.00,45.00,"Brooklyn, Estados Unidos","Elevation Fight Team - Denver, CO",,7,4,1300,2813,137,41,42%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(59%)', 'number': '763'}}, {'name': 'Clinch', 'value': {'percentage': '(19%)', 'number': '249'}}, {'name': 'Suelo', 'value': {'percentage': '(22%)', 'number': '288'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(26%)', 'number': '7'}}, {'name': 'DEC', 'value': {'percentage': '(59%)', 'number': '16'}}, {'name': 'SUB', 'value': {'percentage': '(15%)', 'number': '4'}}]}","{'head': {'percentage': '70%', 'value': '906'}, 'body': {'percentage': '20%', 'value': '256'}, 'legs': {'percentage': '11%', 'value': '138'}}"
Shara,Magomedov,,0-0-0 (W-L-D),28,,,Middleweight,"Mar. 07, 2023",,,Rusia,,,0,0,0,0,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Clinch', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '0%', 'value': '0'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Abus,Magomedov,,25-4-1 (W-L-D),32,74.00,186.00,Middleweight,"Sep. 03, 2022",78.00,43.00,"Argun, Rusia",,MMA,14,6,7,7,7,7,100%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(43%)', 'number': '3'}}, {'name': 'Clinch', 'value': {'percentage': '(29%)', 'number': '2'}}, {'name': 'Suelo', 'value': {'percentage': '(29%)', 'number': '2'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(56%)', 'number': '14'}}, {'name': 'DEC', 'value': {'percentage': '(20%)', 'number': '5'}}, {'name': 'SUB', 'value': {'percentage': '(24%)', 'number': '6'}}]}","{'head': {'percentage': '86%', 'value': '6'}, 'body': {'percentage': '14%', 'value': '1'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Maheshate,,,9-2-0 (W-L-D),23,72.00,158.50,Lightweight,"Jun. 11, 2022",71.50,41.50,"Xinjiang, China",,Boxing,4,2,81,317,317,81,26%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(96%)', 'number': '78'}}, {'name': 'Clinch', 'value': {'percentage': '(2%)', 'number': '2'}}, {'name': 'Suelo', 'value': {'percentage': '(1%)', 'number': '1'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(57%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(43%)', 'number': '3'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '57%', 'value': '46'}, 'body': {'percentage': '27%', 'value': '22'}, 'legs': {'percentage': '16%', 'value': '13'}}"
Nayara,Maia,,0-1-0 (W-L-D),32,,126.00,Women's Flyweight,"Mar. 07, 2023",,,,,,0,0,9,25,3,,33%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(89%)', 'number': '8'}}, {'name': 'Clinch', 'value': {'percentage': '(11%)', 'number': '1'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '44%', 'value': '4'}, 'body': {'percentage': '22%', 'value': '2'}, 'legs': {'percentage': '33%', 'value': '3'}}"
Jennifer,Maia,,20-9-1 (W-L-D),34,64.00,125.00,Women's Flyweight,"Jul. 14, 2018",64.00,38.00,"Curitiba, Brasil",,Muay Thai,4,5,595,1572,10,,30%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(86%)', 'number': '509'}}, {'name': 'Clinch', 'value': {'percentage': '(13%)', 'number': '80'}}, {'name': 'Suelo', 'value': {'percentage': '(1%)', 'number': '6'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(21%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(53%)', 'number': '10'}}, {'name': 'SUB', 'value': {'percentage': '(26%)', 'number': '5'}}]}","{'head': {'percentage': '69%', 'value': '413'}, 'body': {'percentage': '16%', 'value': '97'}, 'legs': {'percentage': '14%', 'value': '85'}}"
Roshan,Mainam,,0-0-0 (W-L-D),26,,,Featherweight,"Mar. 07, 2023",,,,,,0,0,0,0,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Clinch', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '0%', 'value': '0'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '0%', 'value': '0'}}"
John,Makdessi,"""The Bull""",18-8-0 (W-L-D),37,68.00,154.50,Lightweight,"Dec. 12, 2010",68.00,38.50,"Halifax, Canadá",Tristar Gym - Montreal,Striker,9,5,1257,2502,3,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(93%)', 'number': '1166'}}, {'name': 'Clinch', 'value': {'percentage': '(5%)', 'number': '64'}}, {'name': 'Suelo', 'value': {'percentage': '(2%)', 'number': '27'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(50%)', 'number': '9'}}, {'name': 'DEC', 'value': {'percentage': '(50%)', 'number': '9'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '51%', 'value': '641'}, 'body': {'percentage': '24%', 'value': '303'}, 'legs': {'percentage': '25%', 'value': '313'}}"
Islam,Makhachev,,24-1-0 (W-L-D),31,70.00,155.00,Lightweight,"May. 23, 2015",70.50,40.50,"Dagestan Republic, Rusia",AKA (American Kickboxing Academy) San Jose,Sambo,12,4,337,569,50,13,62%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(52%)', 'number': '175'}}, {'name': 'Clinch', 'value': {'percentage': '(20%)', 'number': '67'}}, {'name': 'Suelo', 'value': {'percentage': '(28%)', 'number': '95'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(17%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(38%)', 'number': '9'}}, {'name': 'SUB', 'value': {'percentage': '(46%)', 'number': '11'}}]}","{'head': {'percentage': '69%', 'value': '231'}, 'body': {'percentage': '27%', 'value': '91'}, 'legs': {'percentage': '4%', 'value': '15'}}"
Bea,Malecki,,4-1-0 (W-L-D),31,69.00,135.00,Women's Bantamweight,"Jun. 01, 2019",74.00,40.00,"Stockholm, Suecia",Team Malecki,MMA,1,2,184,400,400,184,46%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(87%)', 'number': '160'}}, {'name': 'Clinch', 'value': {'percentage': '(6%)', 'number': '11'}}, {'name': 'Suelo', 'value': {'percentage': '(7%)', 'number': '13'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(25%)', 'number': '1'}}, {'name': 'DEC', 'value': {'percentage': '(25%)', 'number': '1'}}, {'name': 'SUB', 'value': {'percentage': '(50%)', 'number': '2'}}]}","{'head': {'percentage': '64%', 'value': '117'}, 'body': {'percentage': '28%', 'value': '51'}, 'legs': {'percentage': '9%', 'value': '16'}}"
Jacob,Malkoun,"""Mamba""",7-2-0 (W-L-D),27,69.00,185.50,Middleweight,"Oct. 24, 2020",73.00,38.00,"Sydney, Australia",,MMA,2,4,223,404,67,14,45%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(64%)', 'number': '142'}}, {'name': 'Clinch', 'value': {'percentage': '(5%)', 'number': '12'}}, {'name': 'Suelo', 'value': {'percentage': '(31%)', 'number': '69'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(33%)', 'number': '2'}}, {'name': 'DEC', 'value': {'percentage': '(67%)', 'number': '4'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '90%', 'value': '201'}, 'body': {'percentage': '8%', 'value': '18'}, 'legs': {'percentage': '2%', 'value': '4'}}"
Mike,Malott,"""Proper""",9-1-1 (W-L-D),31,73.00,171.00,Welterweight,"Apr. 09, 2022",73.00,41.00,"Cleveland, Estados Unidos",Team Alpha Male,MMA,4,5,106,254,7,,43%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(73%)', 'number': '77'}}, {'name': 'Clinch', 'value': {'percentage': '(8%)', 'number': '9'}}, {'name': 'Suelo', 'value': {'percentage': '(19%)', 'number': '20'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(44%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(56%)', 'number': '5'}}]}","{'head': {'percentage': '75%', 'value': '80'}, 'body': {'percentage': '19%', 'value': '20'}, 'legs': {'percentage': '6%', 'value': '6'}}"
Nate,Maness,"""Mayhem""",14-3-0 (W-L-D),30,70.00,141.80,Flyweight,"Aug. 01, 2020",72.00,40.00,"Jackson, Estados Unidos",,,5,3,91,213,4,3,75%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(67%)', 'number': '61'}}, {'name': 'Clinch', 'value': {'percentage': '(21%)', 'number': '19'}}, {'name': 'Suelo', 'value': {'percentage': '(12%)', 'number': '11'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(36%)', 'number': '5'}}, {'name': 'DEC', 'value': {'percentage': '(43%)', 'number': '6'}}, {'name': 'SUB', 'value': {'percentage': '(21%)', 'number': '3'}}]}","{'head': {'percentage': '71%', 'value': '65'}, 'body': {'percentage': '25%', 'value': '23'}, 'legs': {'percentage': '3%', 'value': '3'}}"
Gary,Mangat,,0-0-0 (W-L-D),,,,Flyweight,"Mar. 07, 2023",,,,,,0,0,0,0,0,0,0,,,,,,,,,{},{},{}
Marnic,Mann,"""The Sawed-Off Savage""",0-1-0 (W-L-D),29,,115.50,Women's Strawweight,"Mar. 07, 2023",,,"Kalispell, Estados Unidos",,,0,0,19,34,8,,38%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(84%)', 'number': '16'}}, {'name': 'Clinch', 'value': {'percentage': '(16%)', 'number': '3'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '32%', 'value': '6'}, 'body': {'percentage': '16%', 'value': '3'}, 'legs': {'percentage': '53%', 'value': '10'}}"
Daniel,Marcos,"""Soncora""",14-0-0 (W-L-D),29,67.00,136.00,Bantamweight,"Jan. 21, 2023",69.00,40.00,"Lima, Perú",,,7,3,134,250,1,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(82%)', 'number': '110'}}, {'name': 'Clinch', 'value': {'percentage': '(17%)', 'number': '23'}}, {'name': 'Suelo', 'value': {'percentage': '(1%)', 'number': '1'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(54%)', 'number': '7'}}, {'name': 'DEC', 'value': {'percentage': '(46%)', 'number': '6'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '66%', 'value': '89'}, 'body': {'percentage': '19%', 'value': '25'}, 'legs': {'percentage': '15%', 'value': '20'}}"
Julian,Marquez,"""The Cuban Missile Crisis""",9-4-0 (W-L-D),32,74.00,206.00,Middleweight,"Aug. 01, 2017",72.00,41.00,"Kansas City, Estados Unidos",Factory X,MMA,6,3,311,692,6,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(64%)', 'number': '198'}}, {'name': 'Clinch', 'value': {'percentage': '(22%)', 'number': '67'}}, {'name': 'Suelo', 'value': {'percentage': '(15%)', 'number': '46'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(67%)', 'number': '6'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(33%)', 'number': '3'}}]}","{'head': {'percentage': '78%', 'value': '243'}, 'body': {'percentage': '16%', 'value': '50'}, 'legs': {'percentage': '6%', 'value': '18'}}"
Francis,Marshall,"""Fire""",7-0-0 (W-L-D),23,69.00,145.00,Featherweight,"Dec. 03, 2022",72.00,42.00,"Brick Township, Estados Unidos",,Freestyle,4,2,133,313,13,1,54%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(87%)', 'number': '116'}}, {'name': 'Clinch', 'value': {'percentage': '(2%)', 'number': '2'}}, {'name': 'Suelo', 'value': {'percentage': '(11%)', 'number': '15'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(33%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(67%)', 'number': '4'}}]}","{'head': {'percentage': '91%', 'value': '121'}, 'body': {'percentage': '5%', 'value': '7'}, 'legs': {'percentage': '4%', 'value': '5'}}"
Michal,Martinek,"""Blackbeard""",0-0-0 (W-L-D),32,,239.50,Heavyweight,"Mar. 07, 2023",,,,,,0,0,8,15,1,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(63%)', 'number': '5'}}, {'name': 'Clinch', 'value': {'percentage': '(38%)', 'number': '3'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '50%', 'value': '4'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '50%', 'value': '4'}}"
Melissa,Martinez,"""Super Mely""",7-1-0 (W-L-D),25,62.00,113.50,Women's Strawweight,"Sep. 10, 2022",66.00,36.00,México,,Striker,5,3,45,78,2,1,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(82%)', 'number': '37'}}, {'name': 'Clinch', 'value': {'percentage': '(13%)', 'number': '6'}}, {'name': 'Suelo', 'value': {'percentage': '(4%)', 'number': '2'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(71%)', 'number': '5'}}, {'name': 'DEC', 'value': {'percentage': '(29%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '22%', 'value': '10'}, 'body': {'percentage': '38%', 'value': '17'}, 'legs': {'percentage': '40%', 'value': '18'}}"
Jonathan,Martinez,"""Dragon""",17-4-0 (W-L-D),28,68.00,135.50,Bantamweight,"Oct. 27, 2018",70.00,37.50,"Los Angeles, Estados Unidos",Factory X,Freestyle,4,8,713,1450,11,1,45%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(81%)', 'number': '577'}}, {'name': 'Clinch', 'value': {'percentage': '(6%)', 'number': '46'}}, {'name': 'Suelo', 'value': {'percentage': '(13%)', 'number': '90'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(50%)', 'number': '8'}}, {'name': 'DEC', 'value': {'percentage': '(38%)', 'number': '6'}}, {'name': 'SUB', 'value': {'percentage': '(13%)', 'number': '2'}}]}","{'head': {'percentage': '58%', 'value': '414'}, 'body': {'percentage': '25%', 'value': '175'}, 'legs': {'percentage': '17%', 'value': '124'}}"
Victor,Martinez,"""The Brick""",13-5-0 (W-L-D),31,68.00,154.50,Lightweight,"Feb. 25, 2023",70.00,39.00,"San Juan, Estados Unidos",,MMA,8,3,151,300,2,,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(96%)', 'number': '145'}}, {'name': 'Clinch', 'value': {'percentage': '(4%)', 'number': '6'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(62%)', 'number': '8'}}, {'name': 'DEC', 'value': {'percentage': '(38%)', 'number': '5'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '49%', 'value': '74'}, 'body': {'percentage': '25%', 'value': '38'}, 'legs': {'percentage': '26%', 'value': '39'}}"
Mana,Martinez,"""ManaBoi""",10-4-0 (W-L-D),26,70.00,150.20,Bantamweight,"Aug. 21, 2021",70.00,41.00,"Houston, Estados Unidos",Metro Fight Club,Karate,8,2,270,552,7,2,43%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(92%)', 'number': '249'}}, {'name': 'Clinch', 'value': {'percentage': '(3%)', 'number': '8'}}, {'name': 'Suelo', 'value': {'percentage': '(5%)', 'number': '13'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(80%)', 'number': '8'}}, {'name': 'DEC', 'value': {'percentage': '(20%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '54%', 'value': '145'}, 'body': {'percentage': '29%', 'value': '79'}, 'legs': {'percentage': '17%', 'value': '46'}}"
Tiffany,Masters,"""Rainbow Renegade""",2-1-0 (W-L-D),28,63.00,116.00,Women's Strawweight,"Aug. 15, 2017",65.00,,"Fond du Lac, Estados Unidos",,,0,0,52,83,5,,60%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(31%)', 'number': '16'}}, {'name': 'Clinch', 'value': {'percentage': '(27%)', 'number': '14'}}, {'name': 'Suelo', 'value': {'percentage': '(42%)', 'number': '22'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(50%)', 'number': '1'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(50%)', 'number': '1'}}]}","{'head': {'percentage': '46%', 'value': '24'}, 'body': {'percentage': '37%', 'value': '19'}, 'legs': {'percentage': '17%', 'value': '9'}}"
